,id,code,team_h,team_h_score,team_a,team_a_score,event,finished,minutes,provisional_start_time,kickoff_time,event_name,is_home,difficulty,player_id
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,162
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,162
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,162
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,162
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,162
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,162
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,162
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,162
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,162
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,163
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,163
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,163
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,163
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,163
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,163
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,163
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,163
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,163
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,163
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,163
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,163
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,163
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,163
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,163
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,163
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,163
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,163
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,163
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,163
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,163
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,163
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,163
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,163
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,163
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,164
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,164
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,164
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,164
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,164
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,164
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,164
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,164
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,164
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,164
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,164
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,164
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,164
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,164
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,164
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,164
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,164
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,164
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,164
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,164
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,164
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,164
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,164
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,164
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,164
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,165
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,165
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,165
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,165
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,165
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,165
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,165
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,165
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,165
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,165
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,165
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,165
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,165
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,165
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,165
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,165
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,165
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,165
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,165
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,165
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,165
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,165
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,165
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,165
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,165
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,166
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,166
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,166
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,166
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,166
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,166
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,166
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,166
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,166
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,166
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,166
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,166
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,166
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,166
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,166
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,166
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,166
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,166
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,166
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,166
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,166
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,166
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,166
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,166
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,166
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,167
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,167
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,167
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,167
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,167
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,167
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,167
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,167
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,167
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,167
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,167
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,167
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,167
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,167
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,167
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,167
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,167
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,167
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,167
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,167
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,167
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,167
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,167
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,167
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,167
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,168
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,168
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,168
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,168
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,168
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,168
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,168
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,168
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,168
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,168
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,168
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,168
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,168
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,168
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,168
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,168
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,168
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,168
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,168
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,168
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,168
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,168
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,168
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,168
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,168
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,169
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,169
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,169
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,169
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,169
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,169
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,169
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,169
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,169
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,169
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,169
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,169
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,169
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,169
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,169
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,169
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,169
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,169
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,169
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,169
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,169
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,169
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,169
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,169
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,169
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,170
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,170
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,170
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,170
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,170
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,170
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,170
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,170
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,170
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,170
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,170
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,170
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,170
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,170
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,170
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,170
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,170
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,170
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,170
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,170
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,170
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,170
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,170
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,170
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,170
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,171
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,171
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,171
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,171
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,171
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,171
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,171
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,171
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,171
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,171
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,171
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,171
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,171
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,171
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,171
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,171
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,171
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,171
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,171
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,171
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,171
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,171
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,171
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,171
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,171
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,172
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,172
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,172
3,164,2367701,6,,9,,17.0,False,0,False,2023-12-16T17:30:00Z,Gameweek 17,True,2,172
4,173,2367710,10,,6,,18.0,False,0,False,2023-12-23T15:00:00Z,Gameweek 18,False,2,172
5,185,2367722,6,,11,,19.0,False,0,False,2023-12-26T17:30:00Z,Gameweek 19,True,4,172
6,191,2367728,2,,6,,20.0,False,0,False,2023-12-30T15:00:00Z,Gameweek 20,False,3,172
7,205,2367742,6,,12,,21.0,False,0,False,2024-01-15T19:45:00Z,Gameweek 21,True,2,172
8,220,2367757,13,,6,,22.0,False,0,False,2024-01-31T20:00:00Z,Gameweek 22,False,5,172
9,225,2367762,6,,10,,23.0,False,0,False,2024-02-03T15:00:00Z,Gameweek 23,True,2,172
10,234,2367771,11,,6,,24.0,False,0,False,2024-02-10T15:00:00Z,Gameweek 24,False,4,172
11,242,2367779,6,,1,,25.0,False,0,False,2024-02-17T15:00:00Z,Gameweek 25,True,4,172
12,256,2367793,8,,6,,26.0,False,0,False,2024-02-24T15:00:00Z,Gameweek 26,False,2,172
13,262,2367799,6,,3,,27.0,False,0,False,2024-03-02T15:00:00Z,Gameweek 27,True,2,172
14,279,2367816,19,,6,,28.0,False,0,False,2024-03-09T15:00:00Z,Gameweek 28,False,3,172
15,283,2367820,6,,4,,29.0,False,0,False,2024-03-16T15:00:00Z,Gameweek 29,True,3,172
16,294,2367831,7,,6,,30.0,False,0,False,2024-03-30T15:00:00Z,Gameweek 30,False,3,172
17,304,2367841,6,,20,,31.0,False,0,False,2024-04-02T18:45:00Z,Gameweek 31,True,2,172
18,314,2367851,9,,6,,32.0,False,0,False,2024-04-06T14:00:00Z,Gameweek 32,False,2,172
19,324,2367861,6,,5,,33.0,False,0,False,2024-04-13T14:00:00Z,Gameweek 33,True,3,172
20,338,2367875,17,,6,,34.0,False,0,False,2024-04-20T14:00:00Z,Gameweek 34,False,2,172
21,345,2367882,14,,6,,35.0,False,0,False,2024-04-27T14:00:00Z,Gameweek 35,False,4,172
22,354,2367891,6,,15,,36.0,False,0,False,2024-05-04T14:00:00Z,Gameweek 36,True,4,172
23,368,2367905,18,,6,,37.0,False,0,False,2024-05-11T14:00:00Z,Gameweek 37,False,3,172
24,374,2367911,6,,16,,38.0,False,0,False,2024-05-19T15:00:00Z,Gameweek 38,True,2,172
0,134,2367671,6,,17,,14.0,False,0,False,2023-12-02T15:00:00Z,Gameweek 14,True,2,173
1,149,2367686,20,,6,,15.0,False,0,False,2023-12-05T19:30:00Z,Gameweek 15,False,2,173
2,152,2367689,5,,6,,16.0,False,0,False,2023-12-09T15:00:00Z,Gameweek 16,False,3,173
